Ampara,Orryngo Pharmacy,"Main Street, Addalaichenai",672277036
Ampara,Rajya Osusala,"74, TD/02, Akkaraipattu",672057625
Ampara,BIO pharmacy,Main Street Akkaraipattu,770367674
Ampara,SMS pharmacy,Akkaraipattu,672279494
Ampara,Welcome pharmacy,"No 218, Main Street, Akkaraipattu",777197333
Ampara,Zam Zam Pharmacy,"Main Street, Akkaraipattu",672277698
Ampara,Nova Pharmacy,"104/ Main Street, Akkaraipattu",771358848
Ampara,Rajya Osusala,"Temple Junction, D. S. Senanayake Veediya, Ampara",632223088
Ampara,Prabhoda Pharmacy,"Prabhodha Hospitals Pvt Ltd, Pandukabaya Mw, Ampara",635674013
Ampara,Food City -Ampara,"18, Regal Cinema, Nidahas Mawatha",632222372
Ampara,Oslaka Pharmacy,Dehiattakandiya,705259783
Ampara,Arokya Pharmacy and Grocery,"299, Batticoloa Road, Kalmunai",774754678
Ampara,New Harcourts Pharmacy,"266/4, Main Street, Kalmunai",672226292
Ampara,T.M.M. Pharmacy,"No 446, Main Street, Kalmuni",777999772
Ampara,Aboo Pharmacy,"310, Main Street, Natpiddimunai 02, Kalmunai",755195545
Ampara,City Pharmacy,"Main Street, Kalmunai",773508343
Ampara,Unico Pharmacy,Mahaoya,776912014
Ampara,Best Medical,"No 31 Main Street, Ninthavur",776688664
Ampara,"Rajya Osusala, Nintavur","Main Street, Nintavur.",NaN
Ampara,SSI Pharmacy & Costemics,"No. 83, Bank Road, Nintavur 13",672250826
Ampara,New Ruhunu Pharmacy,Padiyathalawa,713386560
Ampara,Jespa Pharmacy,Pottuvil,776691089
Ampara,Imaad Pharmacy & Channelling,"No. 554, Main Street, Sainthamaruthu-7",672222856
Ampara,Al-Bayan Pharmacy,"No 91, Main Street, Sammanthurai",776153088
Ampara,Jafas pharmacy,"Hijra Junction, Sammanthurai",779047078
Ampara,Medicare Pharmacy,"Hospital Road, Samanthurai",672260129
Ampara,APS Pharmacy,"Main Street, Thirukovil",755231046
Ampara,S.C. Pharmacy,"Main Street, Thirukovil",750502995
Ampara,New Gampaha Pharmacy,Uhana,772778261
Ampara,Osada Pharmacy,Gonagala,766754140
Ampara,Osada Pharmacy,Uhana,772451749
